FUZZ,url,redirectlocation,position,status_code,content_length,content_words,content_lines,content_type,duration,resultfile,Ffufhash
_dc-mx.9d59657b6ef5,https://186.226.60.56/,,1,404,355,34,10,text/html; charset=iso-8859-1,588.562829ms,,521821
api2,https://186.226.60.56/,,7,404,355,34,10,text/html; charset=iso-8859-1,537.434765ms,,521827
alpha,https://186.226.60.56/,,4,404,355,34,10,text/html; charset=iso-8859-1,777.893014ms,,521824
admin,https://186.226.60.56/,,2,404,355,34,10,text/html; charset=iso-8859-1,642.711459ms,,521822
ajuda,https://186.226.60.56/,,3,404,355,34,10,text/html; charset=iso-8859-1,737.756628ms,,521823
api,https://186.226.60.56/,,5,404,355,34,10,text/html; charset=iso-8859-1,764.587833ms,,521825
api1,https://186.226.60.56/,,6,404,355,34,10,text/html; charset=iso-8859-1,728.936789ms,,521826
app,https://186.226.60.56/,,8,404,355,34,10,text/html; charset=iso-8859-1,849.046155ms,,521828
assets,https://186.226.60.56/,,9,404,355,34,10,text/html; charset=iso-8859-1,611.578804ms,,521829
atendimento,https://186.226.60.56/,,10,404,355,34,10,text/html; charset=iso-8859-1,559.149151ms,,52182a
autoconfig,https://186.226.60.56/,,12,404,355,34,10,text/html; charset=iso-8859-1,598.563751ms,,52182c
auth,https://186.226.60.56/,,11,404,355,34,10,text/html; charset=iso-8859-1,692.531185ms,,52182b
bak,https://186.226.60.56/,,15,404,355,34,10,text/html; charset=iso-8859-1,573.939529ms,,52182f
autodiscover,https://186.226.60.56/,,13,404,355,34,10,text/html; charset=iso-8859-1,654.819686ms,,52182d
backup,https://186.226.60.56/,,14,404,355,34,10,text/html; charset=iso-8859-1,690.158506ms,,52182e
beta,https://186.226.60.56/,,16,404,355,34,10,text/html; charset=iso-8859-1,799.983298ms,,5218210
blog,https://186.226.60.56/,,17,404,355,34,10,text/html; charset=iso-8859-1,620.814481ms,,5218211
cdn,https://186.226.60.56/,,18,404,355,34,10,text/html; charset=iso-8859-1,771.522516ms,,5218212
cloud,https://186.226.60.56/,,19,404,355,34,10,text/html; charset=iso-8859-1,600.300975ms,,5218213
cognito,https://186.226.60.56/,,20,404,355,34,10,text/html; charset=iso-8859-1,600.194308ms,,5218214
comercial,https://186.226.60.56/,,21,404,355,34,10,text/html; charset=iso-8859-1,698.79503ms,,5218215
cpanel,https://186.226.60.56/,,22,404,355,34,10,text/html; charset=iso-8859-1,699.132039ms,,5218216
cpanel2,https://186.226.60.56/,,23,404,355,34,10,text/html; charset=iso-8859-1,730.029873ms,,5218217
cpcalendars,https://186.226.60.56/,,24,404,355,34,10,text/html; charset=iso-8859-1,555.893022ms,,5218218
cpcontacts,https://186.226.60.56/,,25,404,355,34,10,text/html; charset=iso-8859-1,600.057549ms,,5218219
cron,https://186.226.60.56/,,26,404,355,34,10,text/html; charset=iso-8859-1,627.290364ms,,521821a
dashboard,https://186.226.60.56/,,27,404,355,34,10,text/html; charset=iso-8859-1,774.530834ms,,521821b
db,https://186.226.60.56/,,28,404,355,34,10,text/html; charset=iso-8859-1,774.721617ms,,521821c
desapego,https://186.226.60.56/,,30,404,355,34,10,text/html; charset=iso-8859-1,597.083552ms,,521821e
demo,https://186.226.60.56/,,29,404,355,34,10,text/html; charset=iso-8859-1,597.269113ms,,521821d
desapegoapi,https://186.226.60.56/,,32,404,355,34,10,text/html; charset=iso-8859-1,645.473597ms,,5218220
desapegoadmin,https://186.226.60.56/,,31,404,355,34,10,text/html; charset=iso-8859-1,672.39166ms,,521821f
desapegogames,https://186.226.60.56/,,33,404,355,34,10,text/html; charset=iso-8859-1,800.018514ms,,5218221
dev1,https://186.226.60.56/,,35,404,355,34,10,text/html; charset=iso-8859-1,530.472048ms,,5218223
dev,https://186.226.60.56/,,34,404,355,34,10,text/html; charset=iso-8859-1,706.76978ms,,5218222
dev2,https://186.226.60.56/,,36,404,355,34,10,text/html; charset=iso-8859-1,623.936517ms,,5218224
dgames,https://186.226.60.56/,,38,404,355,34,10,text/html; charset=iso-8859-1,799.649931ms,,5218226
dg,https://186.226.60.56/,,37,404,355,34,10,text/html; charset=iso-8859-1,799.500596ms,,5218225
docs,https://186.226.60.56/,,40,404,355,34,10,text/html; charset=iso-8859-1,761.296682ms,,5218228
documentacao,https://186.226.60.56/,,41,404,355,34,10,text/html; charset=iso-8859-1,599.775195ms,,5218229
exchange,https://186.226.60.56/,,42,404,355,34,10,text/html; charset=iso-8859-1,494.140803ms,,521822a
files,https://186.226.60.56/,,43,404,355,34,10,text/html; charset=iso-8859-1,659.25313ms,,521822b
financeiro,https://186.226.60.56/,,44,404,355,34,10,text/html; charset=iso-8859-1,799.577233ms,,521822c
ftp,https://186.226.60.56/,,45,404,355,34,10,text/html; charset=iso-8859-1,623.631685ms,,521822d
ftp2,https://186.226.60.56/,,46,404,355,34,10,text/html; charset=iso-8859-1,704.956703ms,,521822e
games,https://186.226.60.56/,,47,404,355,34,10,text/html; charset=iso-8859-1,636.574494ms,,521822f
gql,https://186.226.60.56/,,50,404,355,34,10,text/html; charset=iso-8859-1,702.263634ms,,5218232
