bucket_scan.csv:s3,fc-static,sa-east-1,404,NoSuchBucket
bucket_scan.csv:s3,fc-static,us-east-1,404,NoSuchBucket
bucket_scan.csv:s3,focus-library,sa-east-1,404,NoSuchBucket
bucket_scan.csv:s3,focus-library,us-east-1,404,NoSuchBucket
bucket_scan.csv:s3,s3.grupofocus.com.br,sa-east-1,404,NoSuchBucket
bucket_scan.csv:s3,s3.grupofocus.com.br,us-east-1,000,code=000
bucket_scan_1.txt:s3,arquivos.grupofocus.com.br,use1,403
bucket_scan_1.txt:s3,fc-assets,use1,403
bucket_scan_1.txt:s3,fc-backup,use1,301
bucket_scan_1.txt:s3,fc-backups,use1,301
bucket_scan_1.txt:s3,fc-billing,use1,301
bucket_scan_1.txt:s3,fc-cdn,use1,403
bucket_scan_1.txt:s3,fc-compliance,use1,403
bucket_scan_1.txt:s3,fc-crm,use1,301
bucket_scan_1.txt:s3,fc-data-lake,use1,403
bucket_scan_1.txt:s3,fc-database,use1,301
bucket_scan_1.txt:s3,fc-dev,use1,403
bucket_scan_1.txt:s3,fc-files,use1,403
bucket_scan_1.txt:s3,fc-frontend,use1,301
bucket_scan_1.txt:s3,fc-grafana,use1,403
bucket_scan_1.txt:s3,fc-infra,use1,403
bucket_scan_1.txt:s3,fc-logs-backup,use1,301
bucket_scan_1.txt:s3,fc-migrate,use1,301
bucket_scan_1.txt:s3,fc-pdfs,use1,403
bucket_scan_1.txt:s3,fc-prod,use1,301
bucket_scan_1.txt:s3,fc-redis,use1,301
bucket_scan_1.txt:s3,fc-report,use1,403
bucket_scan_1.txt:s3,fc-reports,use1,301
bucket_scan_1.txt:s3,fc-security,use1,301
bucket_scan_1.txt:s3,fc-ses,use1,301
bucket_scan_1.txt:s3,fc-static,use1,301
bucket_scan_1.txt:s3,fc-terraform,use1,301
bucket_scan_1.txt:s3,fc-uploads,use1,301
bucket_scan_1.txt:s3,focus-backup,use1,301
bucket_scan_1.txt:s3,focus-backups,use1,301
bucket_scan_1.txt:s3,focus-library,use1,301
bucket_scan_1.txt:s3,s3.grupofocus.com.br,use1,403
bucket_scan_2.txt:s3,arquivos.focusconcursos.com.br,use1,404
bucket_scan_2.txt:s3,arquivos.focusonline.com.br,use1,404
bucket_scan_2.txt:s3,arquivos.grupofocus.com.br.static,use1,404
bucket_scan_2.txt:s3,arquivos.sistemaead.com.br,use1,404
bucket_scan_2.txt:s3,arquivos2.grupofocus.com.br,use1,404
bucket_scan_2.txt:s3,fc-api,use1,404
bucket_scan_2.txt:s3,fc-demo,use1,301
bucket_scan_2.txt:s3,fc-file,use1,301
bucket_scan_2.txt:s3,fc-lms,use1,404
bucket_scan_2.txt:s3,fc-logs,use1,301
bucket_scan_2.txt:s3,fc-media,use1,301
bucket_scan_2.txt:s3,fc-new,use1,404
bucket_scan_2.txt:s3,fc-old,use1,404
bucket_scan_2.txt:s3,fc-private,use1,404
bucket_scan_2.txt:s3,fc-production,use1,403
bucket_scan_2.txt:s3,fc-sandbox,use1,403
bucket_scan_2.txt:s3,fc-staging,use1,301
bucket_scan_2.txt:s3,fc-temp,use1,403
bucket_scan_2.txt:s3,fc-test,use1,301
bucket_scan_2.txt:s3,fc-upload,use1,301
bucket_scan_2.txt:s3,focus,use1,403
bucket_scan_2.txt:s3,focus-assets,use1,403
bucket_scan_2.txt:s3,focus-books,use1,404
bucket_scan_2.txt:s3,focus-cdn,use1,404
bucket_scan_2.txt:s3,focus-concursos,use1,404
bucket_scan_2.txt:s3,focus-data,use1,403
bucket_scan_2.txt:s3,focus-dev,use1,404
bucket_scan_2.txt:s3,focus-docs,use1,403
bucket_scan_2.txt:s3,focus-files,use1,301
bucket_scan_2.txt:s3,focus-grupofocus,use1,404
bucket_scan_2.txt:s3,focus-library,sa-east-1,403
bucket_scan_2.txt:s3,focus-library,us-east-1,301
bucket_scan_2.txt:s3,focus-library-2,sa-east-1,404
bucket_scan_2.txt:s3,focus-library-2,us-east-1,404
bucket_scan_2.txt:s3,focus-library-backup,sa-east-1,404
bucket_scan_2.txt:s3,focus-library-backup,us-east-1,404
bucket_scan_2.txt:s3,focus-library-dev,sa-east-1,404
bucket_scan_2.txt:s3,focus-library-dev,us-east-1,404
bucket_scan_2.txt:s3,focus-library-prod,sa-east-1,404
bucket_scan_2.txt:s3,focus-library-prod,us-east-1,404
bucket_scan_2.txt:s3,focus-library2,sa-east-1,404
bucket_scan_2.txt:s3,focus-library2,us-east-1,404
